InstanceType,InstanceFamily,InstanceCategory,InstanceCharacter,vCPU,Memory,CoreMark,CpuModel,ModelName,Vendor
m5.12xlarge,m5,General,m,48,192.0,23311.874026,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5.16xlarge,m5,General,m,64,256.0,21558.3255324,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5.24xlarge,m5,General,m,96,384.0,25031.0445634,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5a.large,m5a,General,m,2,8.0,16991.2263714,AMD EPYC 7571,AMD EPYC 7571,AMD
m5a.xlarge,m5a,General,m,4,16.0,16997.3469222,AMD EPYC 7571,AMD EPYC 7571,AMD
m5a.2xlarge,m5a,General,m,8,32.0,17008.0334594,AMD EPYC 7571,AMD EPYC 7571,AMD
m5a.4xlarge,m5a,General,m,16,64.0,16992.7742506,AMD EPYC 7571,AMD EPYC 7571,AMD
m5a.8xlarge,m5a,General,m,32,128.0,16986.5410094,AMD EPYC 7571,AMD EPYC 7571,AMD
m5a.12xlarge,m5a,General,m,48,192.0,17001.2902464,AMD EPYC 7571,AMD EPYC 7571,AMD
m5a.16xlarge,m5a,General,m,64,256.0,17008.674469999998,AMD EPYC 7571,AMD EPYC 7571,AMD
m5a.24xlarge,m5a,General,m,96,384.0,16996.180620000003,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.large,m5ad,General,m,2,8.0,16986.4371,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.xlarge,m5ad,General,m,4,16.0,17004.0398,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.2xlarge,m5ad,General,m,8,32.0,16995.203,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.4xlarge,m5ad,General,m,16,64.0,16995.7808,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.8xlarge,m5ad,General,m,32,128.0,16988.4346,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.12xlarge,m5ad,General,m,48,192.0,16979.7236,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.16xlarge,m5ad,General,m,64,256.0,17007.8717,AMD EPYC 7571,AMD EPYC 7571,AMD
m5ad.24xlarge,m5ad,General,m,96,384.0,17006.6599,AMD EPYC 7571,AMD EPYC 7571,AMD
m5d.large,m5d,General,m,2,8.0,23117.8323,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5d.xlarge,m5d,General,m,4,16.0,23096.6228,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5d.2xlarge,m5d,General,m,8,32.0,23165.0997,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5d.4xlarge,m5d,General,m,16,64.0,23129.1055,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5d.8xlarge,m5d,General,m,32,128.0,23161.5783,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5d.12xlarge,m5d,General,m,48,192.0,25100.5329,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5d.16xlarge,m5d,General,m,64,256.0,23189.8066,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5d.24xlarge,m5d,General,m,96,384.0,25107.9953,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8175M CPU @ 2.50GHz,Intel
m5dn.large,m5dn,General,m,2,8.0,23905.8751,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5dn.xlarge,m5dn,General,m,4,16.0,23921.1606,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5dn.2xlarge,m5dn,General,m,8,32.0,23188.3017,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5dn.4xlarge,m5dn,General,m,16,64.0,23161.4552,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5dn.8xlarge,m5dn,General,m,32,128.0,23931.8093,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5dn.12xlarge,m5dn,General,m,48,192.0,25043.08,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5dn.16xlarge,m5dn,General,m,64,256.0,23931.1209,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5dn.24xlarge,m5dn,General,m,96,384.0,25053.7489,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.large,m5n,General,m,2,8.0,23159.3202476,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.xlarge,m5n,General,m,4,16.0,23910.0750202,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.2xlarge,m5n,General,m,8,32.0,23497.469361400003,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.4xlarge,m5n,General,m,16,64.0,23642.4236992,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.8xlarge,m5n,General,m,32,128.0,23170.4868246,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.12xlarge,m5n,General,m,48,192.0,25035.3071254,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.16xlarge,m5n,General,m,64,256.0,23897.292976000004,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5n.24xlarge,m5n,General,m,96,384.0,25002.528824,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel(R) Xeon(R) Platinum 8259CL CPU @ 2.50GHz,Intel
m5zn.large,m5zn,General,m,2,8.0,33689.556138600004,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
m5zn.xlarge,m5zn,General,m,4,16.0,33664.189208799995,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
m5zn.2xlarge,m5zn,General,m,8,32.0,33697.7305016,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
m5zn.12xlarge,m5zn,General,m,48,192.0,33670.963411,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
m5zn.3xlarge,m5zn,General,m,12,48.0,33696.603652000005,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
m5zn.6xlarge,m5zn,General,m,24,96.0,33686.5983748,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel(R) Xeon(R) Platinum 8252C CPU @ 3.80GHz,Intel
m6a.large,m6a,General,m,2,8.0,33335.858609400006,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.xlarge,m6a,General,m,4,16.0,33287.7836416,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.2xlarge,m6a,General,m,8,32.0,33335.892700200005,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.4xlarge,m6a,General,m,16,64.0,33325.586020400006,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.8xlarge,m6a,General,m,32,128.0,33327.5873404,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.12xlarge,m6a,General,m,48,192.0,33522.85611420001,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.16xlarge,m6a,General,m,64,256.0,33364.7009806,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.24xlarge,m6a,General,m,96,384.0,33350.926862800006,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.32xlarge,m6a,General,m,128,512.0,34260.509088,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6a.48xlarge,m6a,General,m,192,768.0,33360.0555802,AMD EPYC 7R13 Processor,AMD EPYC 7R13 Processor,AMD
m6g.medium,m6g,General,m,1,4.0,19328.8387944,AWS Graviton2 Processor,Neoverse-N1,AWS
m6g.large,m6g,General,m,2,8.0,19337.722871600003,AWS Graviton2 Processor,Neoverse-N1,AWS
m6g.xlarge,m6g,General,m,4,16.0,19339.4457884,AWS Graviton2 Processor,Neoverse-N1,AWS
m6g.2xlarge,m6g,General,m,8,32.0,19342.736360200004,AWS Graviton2 Processor,Neoverse-N1,AWS
m6g.4xlarge,m6g,General,m,16,64.0,19335.256272,AWS Graviton2 Processor,Neoverse-N1,AWS
m6g.8xlarge,m6g,General,m,32,128.0,19339.593148599997,AWS Graviton2 Processor,Neoverse-N1,AWS
m6g.12xlarge,m6g,General,m,48,192.0,19342.9599576,AWS Graviton2 Processor,Neoverse-N1,AWS
m6g.16xlarge,m6g,General,m,64,256.0,19336.6024214,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.medium,m6gd,General,m,1,4.0,19334.5127,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.large,m6gd,General,m,2,8.0,19339.6689,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.xlarge,m6gd,General,m,4,16.0,19336.1573,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.2xlarge,m6gd,General,m,8,32.0,19333.3108,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.4xlarge,m6gd,General,m,16,64.0,19333.6849,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.8xlarge,m6gd,General,m,32,128.0,19334.1331,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.12xlarge,m6gd,General,m,48,192.0,19335.2564,AWS Graviton2 Processor,Neoverse-N1,AWS
m6gd.16xlarge,m6gd,General,m,64,256.0,19339.2938,AWS Graviton2 Processor,Neoverse-N1,AWS
m6i.large,m6i,General,m,2,8.0,28952.036365,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.xlarge,m6i,General,m,4,16.0,28989.554274,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.2xlarge,m6i,General,m,8,32.0,28957.3014792,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.4xlarge,m6i,General,m,16,64.0,28994.1645516,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.8xlarge,m6i,General,m,32,128.0,28994.7648462,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.12xlarge,m6i,General,m,48,192.0,28913.2309054,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.16xlarge,m6i,General,m,64,256.0,29031.286877600003,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.24xlarge,m6i,General,m,96,384.0,29004.035257,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6i.32xlarge,m6i,General,m,128,512.0,28895.912892,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.large,m6id,General,m,2,8.0,28969.0605,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.xlarge,m6id,General,m,4,16.0,28983.8346,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.2xlarge,m6id,General,m,8,32.0,28974.4533,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.4xlarge,m6id,General,m,16,64.0,28930.3902,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.8xlarge,m6id,General,m,32,128.0,29002.8556,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.12xlarge,m6id,General,m,48,192.0,29006.2224,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.16xlarge,m6id,General,m,64,256.0,28989.1026,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.24xlarge,m6id,General,m,96,384.0,28993.1075,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6id.32xlarge,m6id,General,m,128,512.0,28945.2239,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.large,m6idn,General,m,2,8.0,28982.9884,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.xlarge,m6idn,General,m,4,16.0,28988.2075,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.2xlarge,m6idn,General,m,8,32.0,29019.6649,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.4xlarge,m6idn,General,m,16,64.0,28977.9684,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.8xlarge,m6idn,General,m,32,128.0,29005.3528,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.12xlarge,m6idn,General,m,48,192.0,29012.5965,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.16xlarge,m6idn,General,m,64,256.0,29002.4238,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.24xlarge,m6idn,General,m,96,384.0,29008.9116,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6idn.32xlarge,m6idn,General,m,128,512.0,28998.9751,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.large,m6in,General,m,2,8.0,28956.787883,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.xlarge,m6in,General,m,4,16.0,28988.743332,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.2xlarge,m6in,General,m,8,32.0,28953.057775200003,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.4xlarge,m6in,General,m,16,64.0,28968.217807599995,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.8xlarge,m6in,General,m,32,128.0,28951.3269578,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.12xlarge,m6in,General,m,48,192.0,29039.0516654,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.16xlarge,m6in,General,m,64,256.0,29037.869522,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.24xlarge,m6in,General,m,96,384.0,29004.426484400006,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m6in.32xlarge,m6in,General,m,128,512.0,29032.808087200003,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz,Intel
m7a.medium,m7a,General,m,1,4.0,35469.1661588,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.large,m7a,General,m,2,8.0,35597.8908984,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.xlarge,m7a,General,m,4,16.0,35593.8236712,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.2xlarge,m7a,General,m,8,32.0,35573.4485604,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.4xlarge,m7a,General,m,16,64.0,35630.9504934,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.8xlarge,m7a,General,m,32,128.0,35620.733535,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.12xlarge,m7a,General,m,48,192.0,35537.8869594,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.16xlarge,m7a,General,m,64,256.0,35625.781371000005,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.24xlarge,m7a,General,m,96,384.0,35566.21822339999,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.32xlarge,m7a,General,m,128,512.0,35559.1732954,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7a.48xlarge,m7a,General,m,192,768.0,35572.6817414,AMD EPYC 9R14,AMD EPYC 9R14,AMD
m7g.medium,m7g,General,m,1,4.0,24331.5118844,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7g.large,m7g,General,m,2,8.0,24307.2543432,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7g.xlarge,m7g,General,m,4,16.0,24294.260086,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7g.2xlarge,m7g,General,m,8,32.0,24280.9407438,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7g.4xlarge,m7g,General,m,16,64.0,24297.092525599997,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7g.8xlarge,m7g,General,m,32,128.0,24288.616282,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7g.12xlarge,m7g,General,m,48,192.0,24298.0526854,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7g.16xlarge,m7g,General,m,64,256.0,24280.108154,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.medium,m7gd,General,m,1,4.0,24323.827836,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.large,m7gd,General,m,2,8.0,24311.2823744,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.xlarge,m7gd,General,m,4,16.0,24306.6615738,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.2xlarge,m7gd,General,m,8,32.0,24285.6658698,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.4xlarge,m7gd,General,m,16,64.0,24295.913933,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.8xlarge,m7gd,General,m,32,128.0,24279.1627852,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.12xlarge,m7gd,General,m,48,192.0,24278.5899102,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7gd.16xlarge,m7gd,General,m,64,256.0,24291.7769906,AWS Graviton3 Processor,AWS Graviton3 Processor,AWS
m7i.large,m7i,General,m,2,8.0,34922.852472399994,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.xlarge,m7i,General,m,4,16.0,31511.116901,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.2xlarge,m7i,General,m,8,32.0,34502.0987822,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.4xlarge,m7i,General,m,16,64.0,34393.8374396,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.8xlarge,m7i,General,m,32,128.0,34267.728393599995,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.12xlarge,m7i,General,m,48,192.0,34290.7909594,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.16xlarge,m7i,General,m,64,256.0,34337.3600746,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.24xlarge,m7i,General,m,96,384.0,34341.39411760001,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i.48xlarge,m7i,General,m,192,768.0,34387.444791999995,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i-flex.large,m7i-flex,General,m,2,8.0,34817.0428886,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i-flex.xlarge,m7i-flex,General,m,4,16.0,34818.577664000004,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i-flex.2xlarge,m7i-flex,General,m,8,32.0,34847.849836199995,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i-flex.4xlarge,m7i-flex,General,m,16,64.0,34834.042632599994,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m7i-flex.8xlarge,m7i-flex,General,m,32,128.0,34807.886400999996,Intel(R) Xeon(R) Platinum 8488C,Intel(R) Xeon(R) Platinum 8488C,Intel
m8g.medium,m8g,General,m,1,4.0,28970.2379818,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.large,m8g,General,m,2,8.0,28984.5006812,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.xlarge,m8g,General,m,4,16.0,28985.8445084,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.2xlarge,m8g,General,m,8,32.0,28981.1396044,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.4xlarge,m8g,General,m,16,64.0,28943.9671958,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.8xlarge,m8g,General,m,32,128.0,28983.8282712,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.12xlarge,m8g,General,m,48,192.0,28982.484259,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.16xlarge,m8g,General,m,64,256.0,28987.860716200004,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.24xlarge,m8g,General,m,96,384.0,28983.4933556,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8g.48xlarge,m8g,General,m,192,768.0,27921.5754906,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.medium,m8gd,General,m,1,4.0,28970.2379818,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.large,m8gd,General,m,2,8.0,28984.5006812,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.xlarge,m8gd,General,m,4,16.0,28985.8445084,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.2xlarge,m8gd,General,m,8,32.0,28981.1396044,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.4xlarge,m8gd,General,m,16,64.0,28943.9671958,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.8xlarge,m8gd,General,m,32,128.0,28983.8282712,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.12xlarge,m8gd,General,m,48,192.0,28982.484259,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.16xlarge,m8gd,General,m,64,256.0,28987.860716200004,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.24xlarge,m8gd,General,m,96,384.0,28983.4933556,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
m8gd.48xlarge,m8gd,General,m,192,768.0,27921.5754906,AWS Graviton4 Processor,AWS Graviton4 Processor,AWS
p2.xlarge,p2,AC,p,4,61.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
p2.8xlarge,p2,AC,p,32,488.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
p2.16xlarge,p2,AC,p,64,732.0,23738.917,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,Intel
